n,Time,year,month,dayDay,day,Num,Customer,cust_name,Item,ItemCode,ItemCodeSub,Quantity,UnitPrice,Tax,Amount,Des,ReceiptNo,Cost,Profit,Goods
461,16/4/2018,2018,4,16,1,71087,Cole Home Builders:Phase 1 - Lot 5,Co8,"Cand. Light, 20 watts (8 pack)",AB38,Cole Cand217,18,0.611111111,4.581818182,50.4,"71087Cole Home Builders:Phase 1 - Lot 5Cand. Light, 20 watts (8 pack)",1571,24,26.4,"Cand. Light, 20 watts (8 pack)"
462,16/4/2018,2018,4,16,1,71087,Cole Home Builders:Phase 1 - Lot 5,Co8,Chestnut (3/60 watt)  Marble Glass,AB39,Cole Ches214,9,1.222222222,26.59090909,292.5,71087Cole Home Builders:Phase 1 - Lot 5Chestnut (3/60 watt)  Marble Glass,1572,97.78,194.72,Chestnut (3/60 watt)  Marble Glass
463,16/4/2018,2018,4,16,1,71087,Cole Home Builders:Phase 1 - Lot 5,Co8,"Die Cast Lanterns, Black, 1-100 watt, Medium Base, Clear Cracked Glass",AB45,Cole Die 208,7,1.571428571,33.38181818,367.2,"71087Cole Home Builders:Phase 1 - Lot 5Die Cast Lanterns, Black, 1-100 watt, Medium Base, Clear Cracked Glass",1573,231.19,136.01,"Die Cast Lanterns, Black, 1-100 watt, Medium Base, Clear Cracked Glass"
464,16/4/2018,2018,4,16,1,71087,Cole Home Builders:Phase 1 - Lot 5,Co8,"Flat Glass, (25 watt max) Polished Brass, 4 light",AB49,Cole Flat223,4,2.75,8.181818182,90,"71087Cole Home Builders:Phase 1 - Lot 5Flat Glass, (25 watt max) Polished Brass, 4 light",1574,48.49,41.51,"Flat Glass, (25 watt max) Polished Brass, 4 light"
465,16/4/2018,2018,4,16,1,71087,Cole Home Builders:Phase 1 - Lot 5,Co8,"Fluorescent Lamp, T-12, Medium Bipin  (30pack)",AB52,Cole Fluo218,4,2.75,1.227272727,13.5,"71087Cole Home Builders:Phase 1 - Lot 5Fluorescent Lamp, T-12, Medium Bipin  (30pack)",1575,6.34,7.16,"Fluorescent Lamp, T-12, Medium Bipin  (30pack)"
466,16/4/2018,2018,4,16,1,71087,Cole Home Builders:Phase 1 - Lot 5,Co8,"Fluorescent Lamp, T-5, Bipin",AB53,Cole Fluo219,4,2.75,1.636363636,18,"71087Cole Home Builders:Phase 1 - Lot 5Fluorescent Lamp, T-5, Bipin",1576,6,12,"Fluorescent Lamp, T-5, Bipin"
467,16/4/2018,2018,4,16,1,71087,Cole Home Builders:Phase 1 - Lot 5,Co8,"Halogen Lamp, Volts:3.5  Tubular",AB62,Cole Halo220,1,11,0.45,4.95,"71087Cole Home Builders:Phase 1 - Lot 5Halogen Lamp, Volts:3.5  Tubular",1577,2.5,2.45,"Halogen Lamp, Volts:3.5  Tubular"
468,16/4/2018,2018,4,16,1,71087,Cole Home Builders:Phase 1 - Lot 5,Co8,"Pearl Nickle, 5 Light, Medium Base (100 watt max)",AB64,Cole Pear210,12,0.916666667,31.09090909,342,"71087Cole Home Builders:Phase 1 - Lot 5Pearl Nickle, 5 Light, Medium Base (100 watt max)",1578,160,182,"Pearl Nickle, 5 Light, Medium Base (100 watt max)"
469,16/4/2018,2018,4,16,1,71087,Cole Home Builders:Phase 1 - Lot 5,Co8,"Pendant Bar, Textured White, 50lbs max",AB66,Cole Pend215,5,2.2,2.045454545,22.5,"71087Cole Home Builders:Phase 1 - Lot 5Pendant Bar, Textured White, 50lbs max",1579,10.77,11.73,"Pendant Bar, Textured White, 50lbs max"
470,16/4/2018,2018,4,16,1,71087,Cole Home Builders:Phase 1 - Lot 5,Co8,"Specialty Bulbs, 100 watt (6 pack)",AB74,Cole Spec221,4,2.75,1.8,19.8,"71087Cole Home Builders:Phase 1 - Lot 5Specialty Bulbs, 100 watt (6 pack)",1580,9.5,10.3,"Specialty Bulbs, 100 watt (6 pack)"
471,16/4/2018,2018,4,16,1,71087,Cole Home Builders:Phase 1 - Lot 5,Co8,"Specialty, Stage & Studio Bulbs  60 watt",AB75,Cole Spec222,4,2.75,4.254545455,46.8,"71087Cole Home Builders:Phase 1 - Lot 5Specialty, Stage & Studio Bulbs  60 watt",1581,20,26.8,"Specialty, Stage & Studio Bulbs  60 watt"
472,16/4/2018,2018,4,16,1,71087,Cole Home Builders:Phase 1 - Lot 5,Co8,"Sunset, Clear Glass, 1-100 watt max.",AB78,Cole Suns211,16,0.6875,11.45454545,126,"71087Cole Home Builders:Phase 1 - Lot 5Sunset, Clear Glass, 1-100 watt max.",1582,70,56,"Sunset, Clear Glass, 1-100 watt max."
473,16/4/2018,2018,4,16,1,71087,Cole Home Builders:Phase 1 - Lot 5,Co8,"Tapestry, (2-60 watt Med), Etched Cracked Glass, Finish 10",AB82,Cole Tape209,11,1,22.09090909,243,"71087Cole Home Builders:Phase 1 - Lot 5Tapestry, (2-60 watt Med), Etched Cracked Glass, Finish 10",1583,90,153,"Tapestry, (2-60 watt Med), Etched Cracked Glass, Finish 10"
75,10/4/2018,2018,4,10,2,71057,Miscellaneous - Retail:Mr. Jay Jessen,Ja39,Chestnut (3/60 watt)  Marble Glass,AB39,MisceChes204,30,0.366666667,88.63636364,975,71057Miscellaneous - Retail:Mr. Jay JessenChestnut (3/60 watt)  Marble Glass,1185,293.33,681.67,Chestnut (3/60 watt)  Marble Glass
76,10/4/2018,2018,4,10,2,71057,Miscellaneous - Retail:Mr. Jay Jessen,Ja39,"Domes, White, 59x21x6 5/8 ht, 120v HPF",AB46,MisceDome205,15,0.733333333,16.36363636,180,"71057Miscellaneous - Retail:Mr. Jay JessenDomes, White, 59x21x6 5/8 ht, 120v HPF",1186,72,108,"Domes, White, 59x21x6 5/8 ht, 120v HPF"
77,10/4/2018,2018,4,10,2,71057,Miscellaneous - Retail:Mr. Jay Jessen,Ja39,"Drop Opal w/Solid Oak Frame, 49 1/2 x 17, 120v HPF",AB47,MisceDrop206,10,1.1,7.636363636,84,"71057Miscellaneous - Retail:Mr. Jay JessenDrop Opal w/Solid Oak Frame, 49 1/2 x 17, 120v HPF",1187,40,44,"Drop Opal w/Solid Oak Frame, 49 1/2 x 17, 120v HPF"
103,17/4/2018,2018,4,17,2,71061,Godwin Lighting Depot:Store #202,Go15,"Athena Collection, (100 watt max) Copper Verde, Seeded Glass",AB17,GodwiAthe228,14,0.785714286,36.81818182,405,"71061Godwin Lighting Depot:Store #202Athena Collection, (100 watt max) Copper Verde, Seeded Glass",1213,160.71,244.29,"Athena Collection, (100 watt max) Copper Verde, Seeded Glass"
104,17/4/2018,2018,4,17,2,71061,Godwin Lighting Depot:Store #202,Go15,"Black Finish, Solid Brass, Clear Glass, Hanging, 2-60 watt max.",AB22,GodwiBlac225,3,3.666666667,10.30909091,113.4,"71061Godwin Lighting Depot:Store #202Black Finish, Solid Brass, Clear Glass, Hanging, 2-60 watt max.",1214,57.66,55.74,"Black Finish, Solid Brass, Clear Glass, Hanging, 2-60 watt max."
105,17/4/2018,2018,4,17,2,71061,Godwin Lighting Depot:Store #202,Go15,"Black Finish, Solid Brass,Wall Mount w/Clear Glass (2x60watt max)",AB24,GodwiBlac226,15,0.733333333,30.68181818,337.5,"71061Godwin Lighting Depot:Store #202Black Finish, Solid Brass,Wall Mount w/Clear Glass (2x60watt max)",1215,200,137.5,"Black Finish, Solid Brass,Wall Mount w/Clear Glass (2x60watt max)"
106,17/4/2018,2018,4,17,2,71061,Godwin Lighting Depot:Store #202,Go15,"Broadway Collection, Polished Chrome, 4 Light (60 watt max)",AB29,GodwiBroa229,15,0.733333333,11.53636364,126.9,"71061Godwin Lighting Depot:Store #202Broadway Collection, Polished Chrome, 4 Light (60 watt max)",1216,126,0.9,"Broadway Collection, Polished Chrome, 4 Light (60 watt max)"
107,17/4/2018,2018,4,17,2,71061,Godwin Lighting Depot:Store #202,Go15,"Domes, White, 59x21x6 5/8 ht, 120v HPF",AB46,GodwiDome234,7,1.571428571,7.363636364,81,"71061Godwin Lighting Depot:Store #202Domes, White, 59x21x6 5/8 ht, 120v HPF",1217,38,43,"Domes, White, 59x21x6 5/8 ht, 120v HPF"
108,17/4/2018,2018,4,17,2,71061,Godwin Lighting Depot:Store #202,Go15,"Fluorescent Lamp, T-12, Medium Bipin  (30pack)",AB52,GodwiFluo233,4,2.75,1.227272727,13.5,"71061Godwin Lighting Depot:Store #202Fluorescent Lamp, T-12, Medium Bipin  (30pack)",1218,6.34,7.16,"Fluorescent Lamp, T-12, Medium Bipin  (30pack)"
109,17/4/2018,2018,4,17,2,71061,Godwin Lighting Depot:Store #202,Go15,"Halogen Lamp, Volts:3.5  Tubular",AB62,GodwiHalo230,2,5.5,0.9,9.9,"71061Godwin Lighting Depot:Store #202Halogen Lamp, Volts:3.5  Tubular",1219,5,4.9,"Halogen Lamp, Volts:3.5  Tubular"
110,17/4/2018,2018,4,17,2,71061,Godwin Lighting Depot:Store #202,Go15,"Specialty Bulbs, 100 watt (6 pack)",AB74,GodwiSpec231,4,2.75,1.8,19.8,"71061Godwin Lighting Depot:Store #202Specialty Bulbs, 100 watt (6 pack)",1220,9.5,10.3,"Specialty Bulbs, 100 watt (6 pack)"
111,17/4/2018,2018,4,17,2,71061,Godwin Lighting Depot:Store #202,Go15,"Specialty, Stage & Studio Bulbs  60 watt",AB75,GodwiSpec232,3,3.666666667,3.722727273,40.95,"71061Godwin Lighting Depot:Store #202Specialty, Stage & Studio Bulbs  60 watt",1221,17.5,23.45,"Specialty, Stage & Studio Bulbs  60 watt"
112,17/4/2018,2018,4,17,2,71061,Godwin Lighting Depot:Store #202,Go15,Tapestry (8/60 watt)  Faux Alabaster Glass,AB79,GodwiTape227,36,0.305555556,49.09090909,540,71061Godwin Lighting Depot:Store #202Tapestry (8/60 watt)  Faux Alabaster Glass,1222,150,390,Tapestry (8/60 watt)  Faux Alabaster Glass
78,25/4/2018,2018,4,25,3,71058,Miscellaneous - Retail:Mrs. Anne Hemp,An40,"Brushed Nickel, Pendant, 1-100 watt Medium Base, Satin Etched Glass",AB36,MisceBrus251,10,1.1,20,220,"71058Miscellaneous - Retail:Mrs. Anne HempBrushed Nickel, Pendant, 1-100 watt Medium Base, Satin Etched Glass",1188,100,120,"Brushed Nickel, Pendant, 1-100 watt Medium Base, Satin Etched Glass"
79,25/4/2018,2018,4,25,3,71058,Miscellaneous - Retail:Mrs. Anne Hemp,An40,"Pearl Nickle, 5 Light, Medium Base (100 watt max)",AB64,MiscePear253,10,1.1,25.90909091,285,"71058Miscellaneous - Retail:Mrs. Anne HempPearl Nickle, 5 Light, Medium Base (100 watt max)",1189,120,165,"Pearl Nickle, 5 Light, Medium Base (100 watt max)"
80,25/4/2018,2018,4,25,3,71058,Miscellaneous - Retail:Mrs. Anne Hemp,An40,"Pendant Bar, Textured White, 50lbs max",AB66,MiscePend252,10,1.1,4.545454545,50,"71058Miscellaneous - Retail:Mrs. Anne HempPendant Bar, Textured White, 50lbs max",1190,21.54,28.46,"Pendant Bar, Textured White, 50lbs max"
81,25/4/2018,2018,4,25,3,71058,Miscellaneous - Retail:Mrs. Anne Hemp,An40,River Rock (8/60 watt)  Faux Alabaster Glass,AB70,MisceRive249,11,1,54.54545455,600,71058Miscellaneous - Retail:Mrs. Anne HempRiver Rock (8/60 watt)  Faux Alabaster Glass,1191,150,450,River Rock (8/60 watt)  Faux Alabaster Glass
82,25/4/2018,2018,4,25,3,71058,Miscellaneous - Retail:Mrs. Anne Hemp,An40,"Tiffany Collection,Golden Baroque, 1-light lantern, medium base (100 watt max)",AB84,MisceTiff250,3,3.666666667,37.09090909,408,"71058Miscellaneous - Retail:Mrs. Anne HempTiffany Collection,Golden Baroque, 1-light lantern, medium base (100 watt max)",1192,192,216,"Tiffany Collection,Golden Baroque, 1-light lantern, medium base (100 watt max)"
742,13/4/2018,2018,4,13,5,71126,Kern Lighting Warehouse:Store #13,Ke20,Golden Umber (100 watt)  Six Light Chandelier,AB58,Kern Gold207,1300,0.008461538,1145.454545,12600,71126Kern Lighting Warehouse:Store #13Golden Umber (100 watt)  Six Light Chandelier,1852,3400,9200,Golden Umber (100 watt)  Six Light Chandelier
161,28/4/2018,2018,4,28,6,71066,Godwin Lighting Depot:Store #909,Go18,"2032 Series, (3-60 watt, Med) Desert Stone Finish",AB14,Godwi2032259,14,0.785714286,9,99,"71066Godwin Lighting Depot:Store #9092032 Series, (3-60 watt, Med) Desert Stone Finish",1271,60,39,"2032 Series, (3-60 watt, Med) Desert Stone Finish"
162,28/4/2018,2018,4,28,6,71066,Godwin Lighting Depot:Store #909,Go18,"Beveled Mirror, Etched Ribbed Glass (75 watt max)",AB20,GodwiBeve257,9,1.222222222,11.78181818,129.6,"71066Godwin Lighting Depot:Store #909Beveled Mirror, Etched Ribbed Glass (75 watt max)",1272,73.49,56.11,"Beveled Mirror, Etched Ribbed Glass (75 watt max)"
163,28/4/2018,2018,4,28,6,71066,Godwin Lighting Depot:Store #909,Go18,"Cand. Light, 20 watts (8 pack)",AB38,GodwiCand263,27,0.407407407,6.872727273,75.6,"71066Godwin Lighting Depot:Store #909Cand. Light, 20 watts (8 pack)",1273,36,39.6,"Cand. Light, 20 watts (8 pack)"
164,28/4/2018,2018,4,28,6,71066,Godwin Lighting Depot:Store #909,Go18,Chestnut (3/60 watt)  Marble Glass,AB39,GodwiChes258,18,0.611111111,53.18181818,585,71066Godwin Lighting Depot:Store #909Chestnut (3/60 watt)  Marble Glass,1274,195.56,389.44,Chestnut (3/60 watt)  Marble Glass
165,28/4/2018,2018,4,28,6,71066,Godwin Lighting Depot:Store #909,Go18,"Drop Opal w/Solid Oak Frame, 49 1/2 x 17, 120v HPF",AB47,GodwiDrop256,9,1.222222222,6.872727273,75.6,"71066Godwin Lighting Depot:Store #909Drop Opal w/Solid Oak Frame, 49 1/2 x 17, 120v HPF",1275,42.88,32.72,"Drop Opal w/Solid Oak Frame, 49 1/2 x 17, 120v HPF"
166,28/4/2018,2018,4,28,6,71066,Godwin Lighting Depot:Store #909,Go18,"Fluorescent Lamp, T-12, Medium Bipin  (30pack)",AB52,GodwiFluo264,4,2.75,1.227272727,13.5,"71066Godwin Lighting Depot:Store #909Fluorescent Lamp, T-12, Medium Bipin  (30pack)",1276,6.34,7.16,"Fluorescent Lamp, T-12, Medium Bipin  (30pack)"
167,28/4/2018,2018,4,28,6,71066,Godwin Lighting Depot:Store #909,Go18,"Halogen Lamp, 20 watts, Luminous Intensity",AB60,GodwiHalo265,7,1.571428571,3.927272727,43.2,"71066Godwin Lighting Depot:Store #909Halogen Lamp, 20 watts, Luminous Intensity",1277,24,19.2,"Halogen Lamp, 20 watts, Luminous Intensity"
168,28/4/2018,2018,4,28,6,71066,Godwin Lighting Depot:Store #909,Go18,"Pearl Nickle, 5 Light, Medium Base (100 watt max)",AB64,GodwiPear260,6,1.833333333,15.54545455,171,"71066Godwin Lighting Depot:Store #909Pearl Nickle, 5 Light, Medium Base (100 watt max)",1278,80,91,"Pearl Nickle, 5 Light, Medium Base (100 watt max)"
169,28/4/2018,2018,4,28,6,71066,Godwin Lighting Depot:Store #909,Go18,"Pendant Bar, Cobblestone, 50lbs. max",AB65,GodwiPend262,36,0.305555556,8.181818182,90,"71066Godwin Lighting Depot:Store #909Pendant Bar, Cobblestone, 50lbs. max",1279,45.48,44.52,"Pendant Bar, Cobblestone, 50lbs. max"
170,28/4/2018,2018,4,28,6,71066,Godwin Lighting Depot:Store #909,Go18,"Renaissance Collection, (100 watt max) Millstone Finish, One-light",AB69,GodwiRena255,23,0.47826087,29.45454545,324,"71066Godwin Lighting Depot:Store #909Renaissance Collection, (100 watt max) Millstone Finish, One-light",1280,131.82,192.18,"Renaissance Collection, (100 watt max) Millstone Finish, One-light"
171,28/4/2018,2018,4,28,6,71066,Godwin Lighting Depot:Store #909,Go18,"Specialty Bulbs, 100 watt (6 pack)",AB74,GodwiSpec266,4,2.75,1.8,19.8,"71066Godwin Lighting Depot:Store #909Specialty Bulbs, 100 watt (6 pack)",1281,9.5,10.3,"Specialty Bulbs, 100 watt (6 pack)"
172,28/4/2018,2018,4,28,6,71066,Godwin Lighting Depot:Store #909,Go18,"Specialty, Stage & Studio Bulbs  60 watt",AB75,GodwiSpec267,4,2.75,4.786363636,52.65,"71066Godwin Lighting Depot:Store #909Specialty, Stage & Studio Bulbs  60 watt",1282,22.5,30.15,"Specialty, Stage & Studio Bulbs  60 watt"
173,28/4/2018,2018,4,28,6,71066,Godwin Lighting Depot:Store #909,Go18,"Verona Collection, Pendant, Cobblestone, Etched Alabaster Glass, 150 watt max",AB85,GodwiVero261,17,0.647058824,49.09090909,540,"71066Godwin Lighting Depot:Store #909Verona Collection, Pendant, Cobblestone, Etched Alabaster Glass, 150 watt max",1283,280,260,"Verona Collection, Pendant, Cobblestone, Etched Alabaster Glass, 150 watt max"
174,28/4/2018,2018,4,28,6,71066,Godwin Lighting Depot:Store #909,Go18,"Vianne Lanterns, Satin Antiqued Solid Brass, 3-light wall latern, Candelabra base (60 watt max)",AB86,GodwiVian254,11,1,32.72727273,360,"71066Godwin Lighting Depot:Store #909Vianne Lanterns, Satin Antiqued Solid Brass, 3-light wall latern, Candelabra base (60 watt max)",1284,192.57,167.43,"Vianne Lanterns, Satin Antiqued Solid Brass, 3-light wall latern, Candelabra base (60 watt max)"
175,28/4/2018,2018,4,28,6,71067,Dan A. North Builders:Wagner Suites,Da13,"Beveled Mirror, Etched Ribbed Glass (75 watt max)",AB20,Dan ABeve269,167,0.065868263,218.1818182,2400,"71067Dan A. North Builders:Wagner SuitesBeveled Mirror, Etched Ribbed Glass (75 watt max)",1285,1224.85,1175.15,"Beveled Mirror, Etched Ribbed Glass (75 watt max)"
176,28/4/2018,2018,4,28,6,71067,Dan A. North Builders:Wagner Suites,Da13,"Colonial, Brushed Steel Finish, Opal White Glass (60 watt)",AB40,Dan AColo268,100,0.11,190.9090909,2100,"71067Dan A. North Builders:Wagner SuitesColonial, Brushed Steel Finish, Opal White Glass (60 watt)",1286,1000,1100,"Colonial, Brushed Steel Finish, Opal White Glass (60 watt)"
177,28/4/2018,2018,4,28,6,71067,Dan A. North Builders:Wagner Suites,Da13,"Fluorescent Lamp, T-12, Medium Bipin  (30pack)",AB52,Dan AFluo273,22,0.5,6.818181818,75,"71067Dan A. North Builders:Wagner SuitesFluorescent Lamp, T-12, Medium Bipin  (30pack)",1287,31.71,43.29,"Fluorescent Lamp, T-12, Medium Bipin  (30pack)"
178,28/4/2018,2018,4,28,6,71067,Dan A. North Builders:Wagner Suites,Da13,"Flush Mount, Polished Brass (2, 13 watt)  White acrylic diffuser",AB54,Dan AFlus272,98,0.112244898,270.4545455,2975,"71067Dan A. North Builders:Wagner SuitesFlush Mount, Polished Brass (2, 13 watt)  White acrylic diffuser",1288,1602.9,1372.1,"Flush Mount, Polished Brass (2, 13 watt)  White acrylic diffuser"
179,28/4/2018,2018,4,28,6,71067,Dan A. North Builders:Wagner Suites,Da13,"Specialty Bulbs, 100 watt (6 pack)",AB74,Dan ASpec271,50,0.22,25,275,"71067Dan A. North Builders:Wagner SuitesSpecialty Bulbs, 100 watt (6 pack)",1289,118.75,156.25,"Specialty Bulbs, 100 watt (6 pack)"
180,28/4/2018,2018,4,28,6,71067,Dan A. North Builders:Wagner Suites,Da13,"Specialty, Stage & Studio Bulbs  60 watt",AB75,Dan ASpec270,5,2.2,5.909090909,65,"71067Dan A. North Builders:Wagner SuitesSpecialty, Stage & Studio Bulbs  60 watt",1290,25,40,"Specialty, Stage & Studio Bulbs  60 watt"
133,22/4/2018,2018,4,22,7,71064,Godwin Lighting Depot:Store #404,Go17,"2032 Series, (3-60 watt, Med) Desert Stone Finish",AB14,Godwi2032240,14,0.785714286,9,99,"71064Godwin Lighting Depot:Store #4042032 Series, (3-60 watt, Med) Desert Stone Finish",1243,60,39,"2032 Series, (3-60 watt, Med) Desert Stone Finish"
134,22/4/2018,2018,4,22,7,71064,Godwin Lighting Depot:Store #404,Go17,"Beveled Mirror, Etched Ribbed Glass (75 watt max)",AB20,GodwiBeve238,9,1.222222222,11.78181818,129.6,"71064Godwin Lighting Depot:Store #404Beveled Mirror, Etched Ribbed Glass (75 watt max)",1244,73.49,56.11,"Beveled Mirror, Etched Ribbed Glass (75 watt max)"
135,22/4/2018,2018,4,22,7,71064,Godwin Lighting Depot:Store #404,Go17,"Cand. Light, 20 watts (8 pack)",AB38,GodwiCand244,27,0.407407407,6.872727273,75.6,"71064Godwin Lighting Depot:Store #404Cand. Light, 20 watts (8 pack)",1245,36,39.6,"Cand. Light, 20 watts (8 pack)"
136,22/4/2018,2018,4,22,7,71064,Godwin Lighting Depot:Store #404,Go17,Chestnut (3/60 watt)  Marble Glass,AB39,GodwiChes239,18,0.611111111,53.18181818,585,71064Godwin Lighting Depot:Store #404Chestnut (3/60 watt)  Marble Glass,1246,195.56,389.44,Chestnut (3/60 watt)  Marble Glass
137,22/4/2018,2018,4,22,7,71064,Godwin Lighting Depot:Store #404,Go17,"Drop Opal w/Solid Oak Frame, 49 1/2 x 17, 120v HPF",AB47,GodwiDrop237,9,1.222222222,6.872727273,75.6,"71064Godwin Lighting Depot:Store #404Drop Opal w/Solid Oak Frame, 49 1/2 x 17, 120v HPF",1247,42.88,32.72,"Drop Opal w/Solid Oak Frame, 49 1/2 x 17, 120v HPF"
138,22/4/2018,2018,4,22,7,71064,Godwin Lighting Depot:Store #404,Go17,"Fluorescent Lamp, T-12, Medium Bipin  (30pack)",AB52,GodwiFluo245,4,2.75,1.227272727,13.5,"71064Godwin Lighting Depot:Store #404Fluorescent Lamp, T-12, Medium Bipin  (30pack)",1248,6.34,7.16,"Fluorescent Lamp, T-12, Medium Bipin  (30pack)"
139,22/4/2018,2018,4,22,7,71064,Godwin Lighting Depot:Store #404,Go17,"Halogen Lamp, 20 watts, Luminous Intensity",AB60,GodwiHalo246,7,1.571428571,3.927272727,43.2,"71064Godwin Lighting Depot:Store #404Halogen Lamp, 20 watts, Luminous Intensity",1249,24,19.2,"Halogen Lamp, 20 watts, Luminous Intensity"
140,22/4/2018,2018,4,22,7,71064,Godwin Lighting Depot:Store #404,Go17,"Pearl Nickle, 5 Light, Medium Base (100 watt max)",AB64,GodwiPear241,6,1.833333333,15.54545455,171,"71064Godwin Lighting Depot:Store #404Pearl Nickle, 5 Light, Medium Base (100 watt max)",1250,80,91,"Pearl Nickle, 5 Light, Medium Base (100 watt max)"
141,22/4/2018,2018,4,22,7,71064,Godwin Lighting Depot:Store #404,Go17,"Pendant Bar, Cobblestone, 50lbs. max",AB65,GodwiPend243,36,0.305555556,8.181818182,90,"71064Godwin Lighting Depot:Store #404Pendant Bar, Cobblestone, 50lbs. max",1251,45.48,44.52,"Pendant Bar, Cobblestone, 50lbs. max"
142,22/4/2018,2018,4,22,7,71064,Godwin Lighting Depot:Store #404,Go17,"Renaissance Collection, (100 watt max) Millstone Finish, One-light",AB69,GodwiRena236,23,0.47826087,29.45454545,324,"71064Godwin Lighting Depot:Store #404Renaissance Collection, (100 watt max) Millstone Finish, One-light",1252,131.82,192.18,"Renaissance Collection, (100 watt max) Millstone Finish, One-light"
143,22/4/2018,2018,4,22,7,71064,Godwin Lighting Depot:Store #404,Go17,"Specialty Bulbs, 100 watt (6 pack)",AB74,GodwiSpec247,4,2.75,1.8,19.8,"71064Godwin Lighting Depot:Store #404Specialty Bulbs, 100 watt (6 pack)",1253,9.5,10.3,"Specialty Bulbs, 100 watt (6 pack)"
144,22/4/2018,2018,4,22,7,71064,Godwin Lighting Depot:Store #404,Go17,"Specialty, Stage & Studio Bulbs  60 watt",AB75,GodwiSpec248,4,2.75,4.786363636,52.65,"71064Godwin Lighting Depot:Store #404Specialty, Stage & Studio Bulbs  60 watt",1254,22.5,30.15,"Specialty, Stage & Studio Bulbs  60 watt"
145,22/4/2018,2018,4,22,7,71064,Godwin Lighting Depot:Store #404,Go17,"Verona Collection, Pendant, Cobblestone, Etched Alabaster Glass, 150 watt max",AB85,GodwiVero242,17,0.647058824,49.09090909,540,"71064Godwin Lighting Depot:Store #404Verona Collection, Pendant, Cobblestone, Etched Alabaster Glass, 150 watt max",1255,280,260,"Verona Collection, Pendant, Cobblestone, Etched Alabaster Glass, 150 watt max"
146,22/4/2018,2018,4,22,7,71064,Godwin Lighting Depot:Store #404,Go17,"Vianne Lanterns, Satin Antiqued Solid Brass, 3-light wall latern, Candelabra base (60 watt max)",AB86,GodwiVian235,11,1,32.72727273,360,"71064Godwin Lighting Depot:Store #404Vianne Lanterns, Satin Antiqued Solid Brass, 3-light wall latern, Candelabra base (60 watt max)",1256,192.57,167.43,"Vianne Lanterns, Satin Antiqued Solid Brass, 3-light wall latern, Candelabra base (60 watt max)"
743,22/5/2018,2018,5,22,2,71127,Kern Lighting Warehouse:Store #34,Ke21,"Domes, White, 59x21x6 5/8 ht, 120v HPF",AB46,Kern Dome347,600,0.018333333,613.6363636,6750,"71127Kern Lighting Warehouse:Store #34Domes, White, 59x21x6 5/8 ht, 120v HPF",1853,2850,3900,"Domes, White, 59x21x6 5/8 ht, 120v HPF"
744,22/5/2018,2018,5,22,2,71127,Kern Lighting Warehouse:Store #34,Ke21,"Flush Mount, Polished Brass (2, 13 watt)  White acrylic diffuser",AB54,Kern Flus348,56,0.196428571,154.5454545,1700,"71127Kern Lighting Warehouse:Store #34Flush Mount, Polished Brass (2, 13 watt)  White acrylic diffuser",1854,915.94,784.06,"Flush Mount, Polished Brass (2, 13 watt)  White acrylic diffuser"
745,22/5/2018,2018,5,22,2,71127,Kern Lighting Warehouse:Store #34,Ke21,"Tiffany Collection,Golden Baroque, 1-light lantern, medium base (100 watt max)",AB84,Kern Tiff349,2,5.5,27.81818182,306,"71127Kern Lighting Warehouse:Store #34Tiffany Collection,Golden Baroque, 1-light lantern, medium base (100 watt max)",1855,144,162,"Tiffany Collection,Golden Baroque, 1-light lantern, medium base (100 watt max)"
113,2/5/2018,2018,5,2,3,71062,Godwin Lighting Depot:Store #404,Go17,"Athena Collection, (100 watt max) Copper Verde, Seeded Glass",AB17,GodwiAthe277,14,0.785714286,36.81818182,405,"71062Godwin Lighting Depot:Store #404Athena Collection, (100 watt max) Copper Verde, Seeded Glass",1223,160.71,244.29,"Athena Collection, (100 watt max) Copper Verde, Seeded Glass"
114,2/5/2018,2018,5,2,3,71062,Godwin Lighting Depot:Store #404,Go17,"Black Finish, Solid Brass, Clear Glass, Hanging, 2-60 watt max.",AB22,GodwiBlac274,3,3.666666667,10.30909091,113.4,"71062Godwin Lighting Depot:Store #404Black Finish, Solid Brass, Clear Glass, Hanging, 2-60 watt max.",1224,57.66,55.74,"Black Finish, Solid Brass, Clear Glass, Hanging, 2-60 watt max."
115,2/5/2018,2018,5,2,3,71062,Godwin Lighting Depot:Store #404,Go17,"Black Finish, Solid Brass,Wall Mount w/Clear Glass (2x60watt max)",AB24,GodwiBlac275,15,0.733333333,30.68181818,337.5,"71062Godwin Lighting Depot:Store #404Black Finish, Solid Brass,Wall Mount w/Clear Glass (2x60watt max)",1225,200,137.5,"Black Finish, Solid Brass,Wall Mount w/Clear Glass (2x60watt max)"
116,2/5/2018,2018,5,2,3,71062,Godwin Lighting Depot:Store #404,Go17,"Broadway Collection, Polished Chrome, 4 Light (60 watt max)",AB29,GodwiBroa278,15,0.733333333,11.53636364,126.9,"71062Godwin Lighting Depot:Store #404Broadway Collection, Polished Chrome, 4 Light (60 watt max)",1226,126,0.9,"Broadway Collection, Polished Chrome, 4 Light (60 watt max)"
